Rainfall_mm,Slope_Angle,Soil_Saturation,Vegetation_Cover,Earthquake_Activity,Proximity_to_Water,Landslide,Soil_Type_Gravel,Soil_Type_Sand,Soil_Type_Silt
233.7153003,39.13426599,0.625956899,0.201566166,4.617190157,0.497248506,1,0,0,0
195.1317465,34.9694173,0.614754779,0.343825734,5.256697558,0.033050733,1,0,0,1
201.7606872,47.20229706,0.872282181,0.312373833,5.119457911,0.242055272,1,0,0,1
250.8203321,51.65668654,0.695055018,0.391286539,4.919457832,0.983423141,1,0,0,1
209.8236664,53.57511556,0.91933805,0.160287018,5.270496942,0.040775142,1,0,0,1
238.6339415,48.71475266,0.606635132,0.304837223,4.566239438,0.096176551,1,0,0,1
291.0784897,38.91502074,0.80710054,0.435084042,5.689225293,0.113473521,1,0,0,0
288.7040427,55.70687737,0.703176651,0.363993618,6.043055501,0.516635891,1,0,0,0
189.1243762,59.86887949,0.986167741,0.323317381,6.206590858,0.339029791,1,0,0,0
202.3814362,50.40844876,0.958844104,0.45483457,5.949688865,0.850928449,1,0,0,1
290.3452491,52.48692279,0.867595302,0.332274649,4.930706916,0.663501769,1,0,0,0
150.7592376,30.6282818,0.819493516,0.376758079,5.629903149,0.175925253,1,0,0,0
152.7113045,42.28628003,0.671529084,0.246587514,5.860426308,0.657612892,1,0,0,0
235.2462905,28.27861687,0.747086321,0.206080947,4.609974108,0.978892858,1,0,0,1
223.0113229,56.71345757,0.773757746,0.240031363,5.612758405,0.492517694,1,0,0,0
179.2864482,50.28582403,0.712308945,0.109726387,5.61368074,0.994550511,1,0,0,0
220.4916771,34.78461196,0.953397609,0.39908751,6.382679618,0.428184148,1,0,0,0
294.9982229,58.7266992,0.941203782,0.217779557,4.962744322,0.268474857,1,0,0,0
222.7919811,38.04404035,0.757876587,0.437685256,6.325042087,0.097176494,1,0,0,1
242.251084,59.65188475,0.656033606,0.307331861,6.19343268,0.848669795,1,0,0,0
170.4931997,49.81188489,0.821127991,0.218604058,5.049452141,0.867072319,1,0,0,1
286.9860829,42.89698396,0.800606518,0.419318072,5.624909827,0.396783827,1,0,0,1
157.6152797,56.03160021,0.611046709,0.331545958,5.096185308,0.035942274,1,0,0,0
219.8397027,43.99256221,0.714616501,0.336333304,4.076250625,0.038834734,1,0,0,1
195.4898272,43.79788495,0.730660497,0.431147602,4.67885729,0.622890476,1,0,0,1
162.8021197,26.80886024,0.812541853,0.316254049,5.593574754,0.132745422,1,0,0,1
295.4305301,50.01082865,0.616427007,0.259528361,5.083801844,0.078456381,1,0,0,1
153.8026115,58.69269451,0.934392048,0.378389682,5.022382361,0.915213728,1,0,0,1
216.3528345,33.39255757,0.637549316,0.173146399,6.336534993,0.954865281,1,0,0,0
260.6845375,44.40239184,0.844688299,0.267840025,4.619327474,0.158646448,1,0,0,1
168.0246972,36.96578834,0.636719626,0.137662795,4.778533274,0.703657859,1,0,0,1
221.1260744,28.42419562,0.79664635,0.289388708,4.433004675,0.649773683,1,0,0,1
157.2088386,58.22010061,0.954672155,0.204357449,4.038261351,0.503136259,1,0,0,0
278.4734762,48.05427711,0.665173771,0.128227499,5.606048196,0.867198934,1,0,0,0
245.4605396,53.03322531,0.870867337,0.329346817,4.321250883,0.545616789,1,0,0,0
291.2197213,38.51359232,0.984476226,0.462140257,4.489477837,0.21458912,1,0,0,0
206.5888625,26.36370963,0.847301554,0.234621686,5.639306589,0.844875311,1,0,0,0
153.4907904,53.50639689,0.71274191,0.147265931,5.741842913,0.936648152,1,0,0,0
155.877949,39.62811111,0.987032221,0.319188753,5.058677356,0.806834739,1,0,0,1
298.5757713,39.44161869,0.748807234,0.410565184,4.852008851,0.561866692,1,0,0,1
185.789529,48.7945673,0.895963504,0.195294461,4.944322215,0.505252372,1,0,0,0
273.9686199,36.20173604,0.958209291,0.255680672,4.027094129,0.847143144,1,0,0,0
203.2357786,58.48803098,0.870707962,0.29300838,5.232564144,0.448445522,1,0,0,1
193.9816158,36.50325909,0.869007382,0.400949812,5.978947609,0.113464602,1,0,0,0
289.6393659,59.0986873,0.998372497,0.122348462,5.842588892,0.350915013,1,0,0,0
167.5600525,30.00470887,0.904604253,0.347287225,4.25280669,0.426091475,1,0,0,0
183.3864626,38.88280607,0.956758764,0.158641929,5.283315422,0.986639579,1,0,0,1
206.1406194,37.97247515,0.925119827,0.478899431,6.46500266,0.350218247,1,0,0,1
256.2271793,41.85834458,0.751195036,0.382033746,4.621810386,0.111197482,1,0,0,0
223.8937656,25.39737757,0.787464257,0.12252131,4.297044791,0.822790352,1,0,0,0
261.6317485,48.83637995,0.695002589,0.260089157,5.194287227,0.868599128,1,0,0,0
183.5393758,58.71278888,0.60486179,0.487951531,4.10789978,0.043400783,1,0,0,0
288.6964995,57.16905003,0.701196067,0.378164449,4.188586368,0.629398638,1,0,0,0
254.3623033,40.90893727,0.851023232,0.333725725,6.252895026,0.915254342,1,0,0,0
293.8053611,27.02523642,0.757808719,0.142702426,4.839150162,0.18812116,1,0,0,1
219.5547607,37.36732798,0.833462445,0.131093855,6.435987019,0.453240847,1,0,0,1
154.8473927,34.79172275,0.764482688,0.341112753,4.677394106,0.910927185,1,0,0,0
273.3805864,58.24299697,0.890287803,0.345366078,5.045607591,0.876661486,1,0,0,1
232.7381809,30.76919914,0.764502047,0.411040914,5.200925205,0.150416891,1,0,0,0
239.1196073,38.33117998,0.987965759,0.436847569,6.095821762,0.036821868,1,0,0,1
170.0778178,25.47851877,0.630143624,0.376685759,5.335865688,0.996636837,1,0,0,0
233.3147558,51.91455953,0.977906292,0.439858956,4.618370254,0.205045329,1,0,0,1
187.7163659,34.6156129,0.68289106,0.451288267,5.89249783,0.358162718,1,0,0,1
167.0336388,48.50506185,0.80812308,0.408927357,5.300408753,0.816385735,1,0,0,1
295.1960648,28.09428782,0.916727136,0.335982359,5.200114918,0.755137256,1,0,0,0
243.0464327,49.64279188,0.685185665,0.15454859,4.036361664,0.60808785,1,0,0,1
245.4966482,44.4185463,0.636400836,0.390558813,5.368615767,0.783653013,1,0,0,0
209.4814173,46.77303451,0.944945484,0.47980825,4.367683702,0.842091415,1,0,0,1
265.3376612,27.31825922,0.618344507,0.348322274,4.868533521,0.633400854,1,0,0,1
186.0218428,27.65521648,0.651551889,0.151218336,4.379756734,0.697667574,1,0,0,1
177.0100909,49.37755132,0.764664486,0.449727042,5.288090137,0.172319871,1,0,0,1
178.8433528,26.43040157,0.667574025,0.211436136,4.442526211,0.548715309,1,0,0,0
230.1635256,37.45970195,0.957686905,0.151499359,4.825248783,0.03931214,1,0,0,0
269.9115598,46.97651363,0.632703613,0.44943145,6.302181001,0.002595024,1,0,0,0
280.2451661,27.95809527,0.838911233,0.494502798,5.341476615,0.484522985,1,0,0,1
242.7382157,37.91197738,0.785013887,0.398988375,4.091708007,0.133116929,1,0,0,1
253.0748258,54.55542354,0.899846493,0.112188861,6.168037453,0.532617267,1,0,0,1
186.3705755,34.42351308,0.750913665,0.108028479,4.805197914,0.089204329,1,0,0,0
230.3003346,33.1625744,0.737170746,0.289587977,4.887760758,0.498442199,1,0,0,0
163.0380432,43.79872896,0.834736447,0.39817579,5.079148866,0.378772626,1,0,0,0
200.6170251,56.4876589,0.843022089,0.197741262,5.245619245,0.605774819,1,0,0,1
185.5840188,28.56238654,0.661143656,0.198383091,4.401703433,0.087887625,1,0,0,0
270.879733,26.94787213,0.936925614,0.120654191,4.045606204,0.982378617,1,0,0,0
166.8058353,38.92494597,0.987788173,0.44620285,6.042680177,0.490748779,1,0,0,0
258.4344145,53.73015156,0.887382908,0.314014693,5.19154871,0.769492933,1,0,0,0
178.0565623,36.32877327,0.770174575,0.303044152,4.606024331,0.707230096,1,0,0,0
265.1669252,28.05515629,0.802441583,0.472805737,4.80160548,0.051823537,1,0,0,0
200.4906417,29.70451369,0.625349988,0.495984093,4.805884612,0.087868111,1,0,0,1
170.823716,25.09488148,0.646678426,0.28926648,5.515254703,0.348868267,1,0,0,0
289.4293716,54.07167927,0.986010764,0.149718889,5.827168688,0.20500181,1,0,0,0
206.8842877,57.42572983,0.88863862,0.119237858,5.953786204,0.795267312,1,0,0,0
180.244098,30.727958,0.665706319,0.425829888,5.662993052,0.907866131,1,0,0,1
197.4294873,45.59073365,0.873192825,0.280779441,5.784456137,0.462679786,1,0,0,1
195.2066811,51.16632831,0.801088156,0.192885078,6.248936433,0.53185748,1,0,0,0
159.9928669,33.01588868,0.817139724,0.272611257,4.832039465,0.334905615,1,0,0,0
170.8908109,52.79088162,0.848029102,0.313384437,6.234731458,0.997692616,1,0,0,1
262.860468,49.74431614,0.911428776,0.157251194,4.511361483,0.762458686,1,0,0,1
281.5148455,36.97286121,0.928502922,0.144252695,6.116130729,0.603957872,1,0,0,1
225.3432521,43.8951223,0.794542993,0.263582071,5.929704952,0.641147633,1,0,0,0
254.0922667,43.99535552,0.700719624,0.238278397,4.453994292,0.342524257,1,0,0,1
184.1026475,39.82589018,0.715171847,0.345980105,6.279631022,0.505888679,1,0,0,1
241.7181353,25.63385643,0.948849564,0.472847313,5.412832959,0.790084637,1,0,0,1
153.4533907,47.79785238,0.908498667,0.249774148,4.172303848,0.736444236,1,0,0,0
290.1550522,57.39489795,0.780335749,0.145295218,6.462102997,0.18632088,1,0,0,1
275.6236184,36.62512444,0.724577706,0.190958248,5.519735985,0.054761639,1,0,0,0
200.2795862,53.0998707,0.601852809,0.233399669,4.995421734,0.863518141,1,0,0,0
288.4440348,41.29950428,0.792334791,0.46738189,5.46767056,0.452439516,1,0,0,0
171.1285531,31.17354453,0.799347109,0.26757018,6.287114753,0.780495708,1,0,0,0
191.6380759,32.70340249,0.685072314,0.306069473,6.438853289,0.148662728,1,0,0,0
212.1936186,27.98723838,0.998749701,0.300878004,5.488462543,0.397318116,1,0,0,0
214.0183358,52.99237077,0.7397548,0.287292731,5.562439968,0.472066945,1,0,0,0
234.72617,27.29980238,0.910211047,0.281315534,5.310975673,0.481087948,1,0,0,1
224.5517923,51.78746984,0.641192592,0.233745125,4.18875841,0.373309316,1,0,0,0
190.611701,47.53998401,0.763493668,0.110154542,4.390381493,0.86699376,1,0,0,1
211.1976743,44.31029083,0.701555426,0.17844524,5.263769698,0.104108582,1,0,0,1
269.9874128,31.24906317,0.861098443,0.195273112,4.248603482,0.988728782,1,0,0,1
240.4796103,53.23975521,0.985059727,0.47776389,4.352704622,0.29314773,1,0,0,1
284.4503728,25.45506732,0.634203412,0.183154502,4.06633051,0.876444076,1,0,0,0
246.4388345,49.63811473,0.964249601,0.349904508,4.839664643,0.379692408,1,0,0,0
238.5442414,34.38222743,0.849659563,0.263764661,5.380117952,0.86106802,1,0,0,1
182.9265788,59.10915428,0.91190351,0.14569517,5.41444155,0.894552227,1,0,0,0
269.9782884,39.88247266,0.608987723,0.207470944,5.354085537,0.402550044,1,0,0,0
182.7034661,47.57689587,0.768681574,0.152910485,6.251430753,0.272307327,1,0,0,1
152.7586015,57.00045823,0.647100433,0.33060659,4.685138052,0.405248088,1,0,0,0
224.6197341,50.20709036,0.642631492,0.156007416,4.659209507,0.873890078,1,0,0,0
239.6119653,46.01809012,0.86601467,0.170148511,6.286029865,0.404381502,1,0,0,1
265.6367066,39.77126208,0.741548551,0.483450871,4.460927302,0.60315211,1,0,0,0
186.8023665,38.62534649,0.715477495,0.242269087,5.797614763,0.610404667,1,0,0,0
292.3960196,38.88272806,0.981634775,0.154000511,5.209387355,0.031183135,1,0,0,1
189.3396066,45.82772757,0.620570325,0.298546499,5.492107122,0.623332551,1,0,0,1
221.1355963,37.05343062,0.740616065,0.26511742,5.762313874,0.434827339,1,0,0,1
186.960305,53.66858112,0.919766352,0.377878588,4.680362843,0.103093746,1,0,0,1
197.1894835,53.26005881,0.984839514,0.416005424,5.726400581,0.185132929,1,0,0,0
231.2851421,55.55310426,0.892889955,0.422624459,5.646958417,0.63723158,1,0,0,1
297.08652,56.61773344,0.858665968,0.377270085,4.128989517,0.039426811,1,0,0,1
255.8362759,57.38369111,0.672230138,0.327178092,6.288720744,0.120522579,1,0,0,1
259.6535507,31.74096597,0.646112809,0.268705064,5.988354595,0.862042651,1,0,0,0
276.6824098,36.16851656,0.93156619,0.114803054,5.490674696,0.560677194,1,0,0,0
222.1592826,55.97494248,0.812106053,0.276412865,5.011213624,0.315290338,1,0,0,0
230.9236939,52.67531077,0.727501001,0.350356551,6.214944371,0.876665378,1,0,0,1
212.6259126,41.16799977,0.996136525,0.100095009,4.463682274,0.939067699,1,0,0,1
269.8174854,59.92769387,0.740284726,0.406875316,5.004827284,0.479781327,1,0,0,0
237.1135811,34.50904399,0.759314954,0.136679734,4.84092616,0.737582302,1,0,0,1
185.8165719,28.86659396,0.741848863,0.214895597,4.740770301,0.589108535,1,0,0,1
191.5898469,56.86186857,0.618040271,0.14378704,4.979075351,0.218253888,1,0,0,1
292.4941776,52.5220755,0.635764401,0.26703231,6.197795769,0.600798446,1,0,0,1
285.5585951,59.62147184,0.897341129,0.125994564,5.003950591,0.649646649,1,0,0,0
241.1605192,42.94409789,0.692267925,0.170611213,4.551215523,0.957270263,1,0,0,0
273.9308544,53.02693905,0.851911169,0.186529609,5.295650917,0.994907823,1,0,0,1
176.0842874,38.86847066,0.90329539,0.378408247,4.384739766,0.463380748,1,0,0,1
243.4406074,51.17550614,0.613946064,0.457968577,6.150317041,0.877460863,1,0,0,0
189.8400064,29.53302224,0.955499232,0.482260599,6.155319043,0.329051365,1,0,0,0
289.7384232,50.73244291,0.712556384,0.201059638,4.01270535,0.723420114,1,0,0,0
224.3813603,27.83661756,0.688073281,0.373303506,4.190327149,0.061517026,1,0,0,0
282.4359404,43.06276572,0.962605488,0.328527577,5.655280025,0.565731964,1,0,0,1
190.0542405,55.75204952,0.918970409,0.363380734,6.126454323,0.160400105,1,0,0,0
200.1013318,33.3541511,0.97203614,0.142333638,5.747476845,0.158605105,1,0,0,1
282.1306139,55.51452347,0.611698913,0.4303267,4.322174669,0.228625162,1,0,0,0
286.3051964,25.0392039,0.822472694,0.402654322,4.646720827,0.287038133,1,0,0,1
242.5390378,59.34151623,0.852725411,0.203921432,5.585014258,0.818679421,1,0,0,1
169.2673077,34.91700319,0.607371088,0.272896314,6.100303757,0.632621893,1,0,0,1
289.8042158,28.58784048,0.974891395,0.375154289,4.169592648,0.166377587,1,0,0,0
265.6476439,49.80002016,0.789429555,0.123168184,4.186736044,0.871536806,1,0,0,1
296.0233454,58.91072494,0.899860733,0.152034496,5.89565799,0.065626145,1,0,0,0
273.2269421,38.01417352,0.927514257,0.2010035,4.0025737,0.273626666,1,0,0,1
299.568675,39.91634558,0.78055481,0.165449529,5.987023872,0.298374431,1,0,0,0
275.9920747,52.0487973,0.692021473,0.152534051,6.170135806,0.151057892,1,0,0,1
214.8502202,58.02655721,0.767890927,0.355410379,4.993985995,0.442298762,1,0,0,0
196.7927986,36.22599592,0.889769069,0.398334805,4.500897859,0.651666825,1,0,0,0
205.2789516,55.25253874,0.789283963,0.487277371,4.463813789,0.09116449,1,0,0,0
173.0487057,40.87927721,0.812141758,0.107144757,5.99199457,0.03252618,1,0,0,1
288.1271772,46.58276101,0.918614916,0.292608941,4.293270472,0.607306448,1,0,0,0
187.1309933,44.54444354,0.690216057,0.164330188,5.628798667,0.268993404,1,0,0,0
269.6338651,35.86266856,0.78208806,0.104648216,4.18111722,0.395545084,1,0,0,1
296.2049778,50.26606698,0.862793543,0.402823707,6.381621595,0.039618825,1,0,0,0
222.0760421,28.67255624,0.696818006,0.494665037,4.356238857,0.482356382,1,0,0,1
181.552437,37.11057987,0.910321894,0.476495002,4.18104068,0.087866499,1,0,0,0
202.5940397,26.16210881,0.631431399,0.258769311,4.331789385,0.20085909,1,0,0,0
253.9790911,53.75042548,0.616473398,0.368154183,6.378874936,0.706475727,1,0,0,0
154.7379217,57.76742862,0.620788514,0.316518534,5.772651299,0.947350463,1,0,0,1
243.795699,52.41979541,0.844903194,0.293759379,5.652050296,0.547592376,1,0,0,1
272.5946655,40.83113996,0.857431078,0.310561064,5.828973804,0.72482656,1,0,0,0
238.9917972,47.76029651,0.791711571,0.346296809,4.822543595,0.336895792,1,0,0,1
177.3176874,52.63944775,0.86348311,0.299278287,5.388408877,0.653263019,1,0,0,1
199.8471938,43.98675225,0.797310739,0.132610596,5.008153403,0.072198409,1,0,0,0
154.5978753,34.0189011,0.785049183,0.447309002,5.817922674,0.846245292,1,0,0,0
244.3147227,50.73726045,0.907089555,0.301937953,5.358251308,0.578675409,1,0,0,0
215.7923129,50.38401811,0.794667577,0.449369295,6.25175466,0.655009339,1,0,0,1
298.8199975,34.9349085,0.743660412,0.253538861,5.164532018,0.733113022,1,0,0,0
169.7351528,50.05387376,0.963613008,0.171873244,4.593858312,0.512615205,1,0,0,1
211.9546762,27.41964752,0.774866156,0.138957357,5.012551998,0.514817354,1,0,0,1
203.8850054,45.7532798,0.665409549,0.256432615,6.423530806,0.857986254,1,0,0,1
151.3545606,45.59444217,0.839485592,0.258663911,4.592569643,0.236050463,1,0,0,0
161.0245121,30.94152668,0.807909579,0.234801271,6.072208415,0.449433835,1,0,0,0
238.1826557,58.20041742,0.701011113,0.243700299,4.948396475,0.736402015,1,0,0,0
249.5706791,41.61208065,0.93766818,0.422268061,5.463385911,0.55814025,1,0,0,0
230.9858759,26.19657181,0.994677192,0.149188323,4.577827281,0.039343541,1,0,0,1
168.3164871,40.82696599,0.973550007,0.226462442,5.268087022,0.688207866,1,0,0,1
209.6068483,41.79639786,0.874387094,0.106951916,4.807826643,0.867918295,1,0,0,0
218.2109783,43.045861,0.795538632,0.366745703,4.349128137,0.132714654,1,0,0,1
171.5313543,57.89369272,0.893159567,0.164952758,4.470872709,0.672602118,1,0,0,0
216.5625329,55.3849789,0.670859916,0.377050381,6.095288224,0.374296767,1,0,0,1
152.6273986,33.54515516,0.932350877,0.445843534,5.921298411,0.930948696,1,0,0,0
253.4290127,48.6779685,0.686270061,0.363554188,4.984661014,0.577185237,1,0,0,0
202.2860501,30.57506058,0.841981569,0.227244621,6.166096669,0.87075345,1,0,0,0
267.3578226,44.84556913,0.895379684,0.451406225,5.010350804,0.925674831,1,0,0,1
215.725852,56.54814774,0.951156464,0.226878287,6.172251564,0.120209055,1,0,0,0
231.6733647,25.20155312,0.729834332,0.246584614,4.990431729,0.380419704,1,0,0,0
232.2749582,45.87699162,0.818274755,0.277767781,4.036667643,0.603448593,1,0,0,0
250.2319198,46.68216211,0.785397618,0.251914312,6.158334124,0.847167361,1,0,0,1
287.1354774,53.48182009,0.643567337,0.159596742,5.316559493,0.533602547,1,0,0,0
241.1857639,51.77091415,0.925194296,0.387249231,6.38880924,0.822393419,1,0,0,0
214.6293137,56.38500014,0.628512108,0.481864012,5.636732704,0.06026739,1,0,0,0
290.165404,37.30679405,0.640568331,0.294348704,4.641941419,0.670096035,1,0,0,1
289.4408816,43.62910747,0.832372821,0.135850536,5.794089465,0.272624001,1,0,0,1
212.0323652,29.26601327,0.67245974,0.372447142,4.453595869,0.18458513,1,0,0,0
194.2917434,52.76925404,0.674091379,0.467100996,5.061318563,0.80599255,1,0,0,1
232.5339813,26.51943865,0.85326055,0.480561337,5.50402955,0.51517517,1,0,0,1
239.0307854,52.78103476,0.858642365,0.169909377,4.901931298,0.900023123,1,0,0,1
203.0132069,33.29046956,0.912210206,0.209922414,6.056535796,0.67142467,1,0,0,1
271.4294964,51.83296473,0.659881587,0.269577925,4.382459502,0.736873745,1,0,0,0
279.4195616,32.585893,0.638285822,0.109455434,5.604928751,0.206186165,1,0,0,1
245.694119,33.99093467,0.852806194,0.123381846,4.354435984,0.136439753,1,0,0,1
254.2716831,39.15115688,0.771279846,0.387039106,5.731090378,0.341090025,1,0,0,0
272.8060586,46.11267936,0.734890853,0.462209917,5.931556819,0.08565825,1,0,0,1
284.1286312,31.71535637,0.729348625,0.190662561,4.887490765,0.442409937,1,0,0,1
274.779467,48.43609156,0.627972642,0.35606729,4.677868591,0.650877369,1,0,0,1
229.943668,36.35168136,0.733200765,0.367794782,6.485348403,0.362944272,1,0,0,1
299.3220736,40.62233229,0.73342782,0.332190003,4.221918485,0.175302942,1,0,0,0
253.5007336,32.0326791,0.814331074,0.13867058,5.125927341,0.00123668,1,0,0,1
195.1279663,59.3432731,0.789954617,0.253010512,4.299572505,0.152416013,1,0,0,0
298.8725253,57.44503388,0.815982852,0.436813318,5.302394943,0.257047266,1,0,0,1
268.1852982,55.26401672,0.843394565,0.302735373,4.398260052,0.036160381,1,0,0,0
195.4692534,34.20893995,0.744054563,0.135057099,6.342394558,0.509724247,1,0,0,0
273.7929162,34.78962385,0.976954808,0.449334665,4.404410528,0.496963483,1,0,0,1
298.8237022,54.79987352,0.683404206,0.472238086,4.290915995,0.627950053,1,0,0,1
251.145571,43.63684174,0.888568827,0.15651122,4.529956227,0.080919283,1,0,0,1
210.4470268,31.07335802,0.877980436,0.238439891,6.439025502,0.932730741,1,0,0,1
236.2745026,41.7774054,0.725491077,0.342548378,4.347995062,0.764809801,1,0,0,1
176.2257941,42.58981268,0.759465211,0.158549597,4.918836056,0.478234023,1,0,0,1
225.9161332,33.13929754,0.631986158,0.410689452,4.30508763,0.311816133,1,0,0,1
225.9212794,40.3829091,0.642265874,0.356330526,4.540095456,0.602553164,1,0,0,1
204.7197329,38.52612944,0.825776436,0.176712982,4.529388377,0.994866317,1,0,0,1
158.6670841,49.32623301,0.99347157,0.195672042,4.355623422,0.782696041,1,0,0,0
189.8081114,31.22182357,0.876647222,0.34722067,5.582974065,0.81397027,1,0,0,1
242.2829157,35.71887673,0.849558335,0.310816586,5.06520846,0.792093634,1,0,0,0
210.7197644,47.89265284,0.741694496,0.310201849,5.204087116,0.733614381,1,0,0,0
265.395734,25.38609426,0.766461599,0.292537661,4.047980692,0.58214823,1,0,0,0
252.1462241,31.63931969,0.847579277,0.229400158,6.085758415,0.975873755,1,0,0,0
270.2305668,58.58518255,0.795141618,0.14389448,5.369898722,0.499333835,1,0,0,0
189.9028917,30.22332223,0.650879905,0.445864157,4.608694921,0.476018129,1,0,0,1
206.3832428,38.80666975,0.783778707,0.414006618,6.230211722,0.10214953,1,0,0,0
248.8038219,57.99908995,0.923553385,0.130566744,4.698419285,0.038426349,1,0,0,1
285.2642988,41.15171126,0.854880591,0.363741569,6.237794352,0.226964694,1,0,0,1
283.4086374,40.77168799,0.952983776,0.142277392,6.470688178,0.680227779,1,0,0,0
156.2509351,27.96772056,0.886529355,0.128833734,4.178141819,0.035570867,1,0,0,1
226.2868934,38.5658331,0.784778775,0.496635364,6.426874894,0.661370611,1,0,0,0
177.7793352,31.09382674,0.63935826,0.364121088,5.910931656,0.424296886,1,0,0,1
162.3926495,43.01301553,0.95956033,0.41299397,4.569606044,0.38193964,1,0,0,0
180.8530893,29.24852464,0.846005187,0.409853512,5.609760634,0.478255295,1,0,0,1
284.3721896,36.27754262,0.650093428,0.289734444,4.284891587,0.582422658,1,0,0,0
262.2109769,53.41194258,0.862591443,0.151238299,4.845668765,0.598531576,1,0,0,1
164.2517548,38.15975115,0.820036776,0.25546112,4.409209504,0.240692712,1,0,0,1
168.2252064,31.91146715,0.95476996,0.358324325,4.714766973,0.316922477,1,0,0,1
281.890299,34.04510671,0.817606632,0.354428306,4.552658429,0.841998553,1,0,0,1
259.2736016,52.17566063,0.862464735,0.170971508,5.362567297,0.269331298,1,0,0,0
230.9334331,50.47815119,0.643177486,0.374119206,4.229677219,0.213511366,1,0,0,1
225.8779039,54.42460598,0.893120618,0.316894882,5.475869226,0.611940505,1,0,0,1
165.8896069,30.30492801,0.637502768,0.330869113,6.192846104,0.160071635,1,0,0,0
219.2336212,25.32660669,0.698671546,0.390584686,6.479524878,0.193953867,1,0,0,1
281.9724729,48.01461095,0.724371572,0.39693922,6.037795961,0.188024735,1,0,0,0
203.3076853,52.43271246,0.821690606,0.102091845,5.9024769,0.832680469,1,0,0,1
151.6547421,51.23409196,0.903470556,0.371351529,5.890661645,0.305604216,1,0,0,0
281.4976143,59.87170182,0.747323812,0.279444252,5.805177346,0.217209098,1,0,0,1
170.6734349,48.20647016,0.600751953,0.171349034,4.072678451,0.35549301,1,0,0,1
269.1295997,28.25467239,0.835280907,0.292389156,5.605813815,0.104137358,1,0,0,1
183.8158133,49.60302043,0.621121584,0.294639065,5.498422414,0.26982072,1,0,0,0
273.7574115,42.43894888,0.630823312,0.123420372,4.835595797,0.98196919,1,0,0,1
181.4762992,53.87957337,0.808118631,0.249385039,4.305941893,0.434019366,1,0,0,0
163.2900645,32.72141834,0.839290118,0.394265246,6.495868779,0.299443511,1,0,0,1
176.0220111,47.31436426,0.798466554,0.171300987,5.714778178,0.839802286,1,0,0,0
207.5749428,45.01552949,0.835107744,0.173790501,4.905588604,0.165294111,1,0,0,1
255.0377939,45.50335511,0.834591637,0.379068251,6.324042307,0.940679245,1,0,0,0
188.8945138,40.03798845,0.9490921,0.436773427,4.465253545,0.435180399,1,0,0,0
290.6029941,49.71066527,0.852468258,0.119936811,6.259783326,0.436850703,1,0,0,0
259.4262343,51.79295146,0.663563267,0.34409006,4.338385206,0.922623058,1,0,0,0
220.8090651,25.46909193,0.713098276,0.117837963,4.090719057,0.246978799,1,0,0,0
285.9381871,33.73411699,0.708779891,0.403759305,5.124349606,0.26813902,1,0,0,0
173.4572707,54.85813682,0.618600235,0.347879776,5.404982119,0.532420682,1,0,0,0
211.6643404,37.15701642,0.959933338,0.108729359,5.659474215,0.127988209,1,0,0,1
282.3203421,38.77067463,0.93114735,0.415085206,5.561063616,0.981297091,1,0,0,0
188.4795094,47.89611105,0.679239053,0.326132102,5.159831217,0.947035988,1,0,0,0
295.1034267,31.40554055,0.608814064,0.388003216,5.044974835,0.850616058,1,0,0,0
